oftic,TICKER,MEASURE,FISCALP,PYEAR,PMON,anndats,suescore
COST,CCS1,EPS,QTR,2025,11,2025-12-11,3.21045
CRM,CRMN,EPS,QTR,2022,1,2022-03-01,3.10692
CRM,CRMN,EPS,QTR,2022,4,2022-05-31,3.00039
CRM,CRMN,EPS,QTR,2022,7,2022-08-24,7.99287
CRM,CRMN,EPS,QTR,2022,10,2022-11-30,9.40957
CRM,CRMN,EPS,QTR,2023,1,2023-03-01,11.29171
CRM,CRMN,EPS,QTR,2023,4,2023-05-31,3.64811
CRM,CRMN,EPS,QTR,2023,7,2023-08-30,19.79498
CRM,CRMN,EPS,QTR,2023,10,2023-11-29,2.56851
CRM,CRMN,EPS,QTR,2024,1,2024-02-28,1.54826
CRM,CRMN,EPS,QTR,2024,4,2024-05-29,3.10852
CRM,CRMN,EPS,QTR,2024,7,2024-08-28,13.79802
CRM,CRMN,EPS,QTR,2024,10,2024-12-03,-1.04592
CRM,CRMN,EPS,QTR,2025,1,2025-02-26,6.16157
CRM,CRMN,EPS,QTR,2025,4,2025-05-28,1.76639
CRM,CRMN,EPS,QTR,2025,7,2025-09-03,9.30462
CRM,CRMN,EPS,QTR,2025,10,2025-12-03,16.03052
CSCO,CSCO,EPS,QTR,2022,1,2022-02-16,7.02791
CSCO,CSCO,EPS,QTR,2022,4,2022-05-18,0.96807
CSCO,CSCO,EPS,QTR,2022,7,2022-08-17,1.01267
CSCO,CSCO,EPS,QTR,2022,10,2022-11-16,3.57324
CSCO,CSCO,EPS,QTR,2023,1,2023-02-15,3.73385
CSCO,CSCO,EPS,QTR,2023,4,2023-05-17,3.92386
CSCO,CSCO,EPS,QTR,2023,7,2023-08-16,11.08304
CSCO,CSCO,EPS,QTR,2023,10,2023-11-15,12.00007
CSCO,CSCO,EPS,QTR,2024,1,2024-02-14,3.23495
CSCO,CSCO,EPS,QTR,2024,4,2024-05-15,2.00469
CSCO,CSCO,EPS,QTR,2024,7,2024-08-14,3.55872
CSCO,CSCO,EPS,QTR,2024,10,2024-11-13,5.10105
CSCO,CSCO,EPS,QTR,2025,1,2025-02-12,5.32787
CSCO,CSCO,EPS,QTR,2025,4,2025-05-14,2.94628
CSCO,CSCO,EPS,QTR,2025,7,2025-08-13,3.02211
CSCO,CSCO,EPS,QTR,2025,10,2025-11-12,2.14683
CVS,MES,EPS,QTR,2021,12,2022-02-09,5.31919
CVS,MES,EPS,QTR,2022,3,2022-05-04,0.66825
CVS,MES,EPS,QTR,2022,6,2022-08-03,3.95928
CVS,MES,EPS,QTR,2022,9,2022-11-02,2.43246
CVS,MES,EPS,QTR,2022,12,2023-02-08,2.98286
CVS,MES,EPS,QTR,2023,3,2023-05-03,1.79043
CVS,MES,EPS,QTR,2023,6,2023-08-02,0.96108
CVS,MES,EPS,QTR,2023,9,2023-11-01,1.59646
CVS,MES,EPS,QTR,2023,12,2024-02-07,2.82928
CVS,MES,EPS,QTR,2024,3,2024-05-01,-4.65892
CVS,MES,EPS,QTR,2024,6,2024-08-07,1.02497
CVS,MES,EPS,QTR,2024,9,2024-11-06,-1.30634
CVS,MES,EPS,QTR,2024,12,2025-02-12,1.93146
CVS,MES,EPS,QTR,2025,3,2025-05-01,5.36851
CVS,MES,EPS,QTR,2025,6,2025-07-31,4.29229
CVS,MES,EPS,QTR,2025,9,2025-10-29,3.10069
CVX,CHV,EPS,QTR,2021,12,2022-01-28,-3.07307
CVX,CHV,EPS,QTR,2022,3,2022-04-29,0.24003
CVX,CHV,EPS,QTR,2022,6,2022-07-29,2.83538
CVX,CHV,EPS,QTR,2022,9,2022-10-28,1.80241
CVX,CHV,EPS,QTR,2022,12,2023-01-27,-1.10431
CVX,CHV,EPS,QTR,2023,3,2023-04-28,0.71547
CVX,CHV,EPS,QTR,2023,6,2023-07-23,0.37439
CVX,CHV,EPS,QTR,2023,9,2023-10-27,-3.90501
CVX,CHV,EPS,QTR,2023,12,2024-02-02,1.42838
CVX,CHV,EPS,QTR,2024,3,2024-04-26,0.48675
CVX,CHV,EPS,QTR,2024,6,2024-08-02,-2.59654
CVX,CHV,EPS,QTR,2024,9,2024-11-01,1.14948
CVX,CHV,EPS,QTR,2024,12,2025-01-31,-0.47751
CVX,CHV,EPS,QTR,2025,3,2025-05-02,-0.01527
CVX,CHV,EPS,QTR,2025,6,2025-08-01,1.37264
CVX,CHV,EPS,QTR,2025,9,2025-10-31,1.63646
DE,DE,EPS,QTR,2022,1,2022-02-18,1.62834
DE,DE,EPS,QTR,2022,4,2022-05-20,0.27825
DE,DE,EPS,QTR,2022,7,2022-08-19,-2.55652
DE,DE,EPS,QTR,2022,10,2022-11-23,1.82881
DE,DE,EPS,QTR,2023,1,2023-02-17,3.46211
DE,DE,EPS,QTR,2023,4,2023-05-19,2.24406
DE,DE,EPS,QTR,2023,7,2023-08-18,5.09093
DE,DE,EPS,QTR,2023,10,2023-11-22,3.9552
DE,DE,EPS,QTR,2024,1,2024-02-15,3.77564
DE,DE,EPS,QTR,2024,4,2024-05-16,2.65036
DE,DE,EPS,QTR,2024,7,2024-08-15,2.04502
DE,DE,EPS,QTR,2024,10,2024-11-21,2.13033
DE,DE,EPS,QTR,2025,1,2025-02-13,0.56221
DE,DE,EPS,QTR,2025,4,2025-05-15,3.45739
DE,DE,EPS,QTR,2025,7,2025-08-14,0.76447
DE,DE,EPS,QTR,2025,10,2025-11-26,0.42352
DHR,DMG,EPS,QTR,2021,12,2022-01-27,1.56395
DHR,DMG,EPS,QTR,2022,3,2022-04-21,1.03546
DHR,DMG,EPS,QTR,2022,6,2022-07-21,7.22114
DHR,DMG,EPS,QTR,2022,9,2022-10-20,5.85487
DHR,DMG,EPS,QTR,2022,12,2023-01-24,2.08888
DHR,DMG,EPS,QTR,2023,3,2023-04-25,4.55863
DHR,DMG,EPS,QTR,2023,6,2023-07-25,0.82758
DHR,DMG,EPS,QTR,2023,9,2023-10-24,1.74329
DHR,DMG,EPS,QTR,2023,12,2024-01-30,2.23416
DHR,DMG,EPS,QTR,2024,3,2024-04-23,6.18306
DHR,DMG,EPS,QTR,2024,6,2024-07-23,6.20986
DHR,DMG,EPS,QTR,2024,9,2024-10-22,4.07112
DHR,DMG,EPS,QTR,2024,12,2025-01-29,-0.62208
DHR,DMG,EPS,QTR,2025,3,2025-04-22,3.07894
DHR,DMG,EPS,QTR,2025,6,2025-07-22,8.71658
DHR,DMG,EPS,QTR,2025,9,2025-10-21,8.4087
DIS,DIS,EPS,QTR,2021,12,2022-02-09,2.10502
DIS,DIS,EPS,QTR,2022,3,2022-05-11,-0.8185
DIS,DIS,EPS,QTR,2022,6,2022-08-10,0.81546
DIS,DIS,EPS,QTR,2022,9,2022-11-08,-1.7888
DIS,DIS,EPS,QTR,2022,12,2023-02-08,1.44796
DIS,DIS,EPS,QTR,2023,3,2023-05-10,-0.00658
DIS,DIS,EPS,QTR,2023,6,2023-08-09,1.14118
DIS,DIS,EPS,QTR,2023,9,2023-11-08,2.30254
DIS,DIS,EPS,QTR,2023,12,2024-02-07,4.0587
DIS,DIS,EPS,QTR,2024,3,2024-05-07,3.15578
DIS,DIS,EPS,QTR,2024,6,2024-08-07,4.35026
DIS,DIS,EPS,QTR,2024,9,2024-11-14,0.7836
DIS,DIS,EPS,QTR,2024,12,2025-02-05,3.09742
DIS,DIS,EPS,QTR,2025,3,2025-05-07,3.68175
DIS,DIS,EPS,QTR,2025,6,2025-08-06,1.46769
DIS,DIS,EPS,QTR,2025,9,2025-11-13,0.69179
DUK,DUK,EPS,QTR,2021,12,2022-02-10,-0.43031
DUK,DUK,EPS,QTR,2022,3,2022-05-09,-0.842
DUK,DUK,EPS,QTR,2022,6,2022-08-04,1.40588
DUK,DUK,EPS,QTR,2022,9,2022-11-04,-1.08521
DUK,DUK,EPS,QTR,2022,12,2023-02-09,0.69536
DUK,DUK,EPS,QTR,2023,3,2023-05-09,-1.02161
DUK,DUK,EPS,QTR,2023,6,2023-08-08,-0.63903
DUK,DUK,EPS,QTR,2023,9,2023-11-02,0.49841
DUK,DUK,EPS,QTR,2023,12,2024-02-08,-0.99513
DUK,DUK,EPS,QTR,2024,3,2024-05-07,1.62376
DUK,DUK,EPS,QTR,2024,6,2024-08-06,5.70126
DUK,DUK,EPS,QTR,2024,9,2024-11-07,-1.05918
DUK,DUK,EPS,QTR,2024,12,2025-02-13,-0.1066
DUK,DUK,EPS,QTR,2025,3,2025-05-06,4.13542
DUK,DUK,EPS,QTR,2025,6,2025-08-05,4.44312
DUK,DUK,EPS,QTR,2025,9,2025-11-07,2.13462
EMR,EMR,EPS,QTR,2021,12,2022-02-02,1.90634
EMR,EMR,EPS,QTR,2022,3,2022-05-04,6.80782
EMR,EMR,EPS,QTR,2022,6,2022-08-09,2.76006
EMR,EMR,EPS,QTR,2022,9,2022-10-31,3.96342
EMR,EMR,EPS,QTR,2022,12,2023-02-08,-5.82607
EMR,EMR,EPS,QTR,2023,3,2023-05-03,4.36908
EMR,EMR,EPS,QTR,2023,6,2023-08-02,11.68239
EMR,EMR,EPS,QTR,2023,9,2023-11-07,-0.58807
EMR,EMR,EPS,QTR,2023,12,2024-02-07,8.29805
EMR,EMR,EPS,QTR,2024,3,2024-05-08,7.95573
EMR,EMR,EPS,QTR,2024,6,2024-08-07,0.45943
EMR,EMR,EPS,QTR,2024,9,2024-11-05,0.76317
EMR,EMR,EPS,QTR,2024,12,2025-02-05,7.90147
EMR,EMR,EPS,QTR,2025,3,2025-05-07,3.77971
EMR,EMR,EPS,QTR,2025,6,2025-08-06,0.87945
EMR,EMR,EPS,QTR,2025,9,2025-11-05,0.35905
FDX,FDX,EPS,QTR,2022,2,2022-03-17,-0.22808
FDX,FDX,EPS,QTR,2022,5,2022-06-23,0.04375
FDX,FDX,EPS,QTR,2022,8,2022-09-15,-6.56381
FDX,FDX,EPS,QTR,2022,11,2022-12-20,3.64447
FDX,FDX,EPS,QTR,2023,2,2023-03-16,4.24205
FDX,FDX,EPS,QTR,2023,5,2023-06-20,0.40461
FDX,FDX,EPS,QTR,2023,8,2023-09-20,3.98099
FDX,FDX,EPS,QTR,2023,11,2023-12-19,-0.80407
FDX,FDX,EPS,QTR,2024,2,2024-03-21,1.5587
FDX,FDX,EPS,QTR,2024,5,2024-06-25,0.54356
FDX,FDX,EPS,QTR,2024,8,2024-09-19,-6.69355
FDX,FDX,EPS,QTR,2024,11,2024-12-19,0.45551
FDX,FDX,EPS,QTR,2025,2,2025-03-20,-0.0896
FDX,FDX,EPS,QTR,2025,5,2025-06-24,1.14552
FDX,FDX,EPS,QTR,2025,8,2025-09-18,1.82511
FDX,FDX,EPS,QTR,2025,11,2025-12-18,7.58396
GD,GD,EPS,QTR,2021,12,2022-01-26,0.48067
GD,GD,EPS,QTR,2022,3,2022-04-27,1.95434
GD,GD,EPS,QTR,2022,6,2022-07-27,1.06396
GD,GD,EPS,QTR,2022,9,2022-10-26,2.69555
GD,GD,EPS,QTR,2022,12,2023-01-25,0.73179
GD,GD,EPS,QTR,2023,3,2023-04-26,0.50565
GD,GD,EPS,QTR,2023,6,2023-07-26,1.80018
GD,GD,EPS,QTR,2023,9,2023-10-25,1.35207
GD,GD,EPS,QTR,2023,12,2024-01-24,-0.13655
GD,GD,EPS,QTR,2024,3,2024-04-24,-0.22025
GD,GD,EPS,QTR,2024,6,2024-07-24,-0.07051
GD,GD,EPS,QTR,2024,9,2024-10-23,-0.58873
GD,GD,EPS,QTR,2024,12,2025-01-29,0.37939
GD,GD,EPS,QTR,2025,3,2025-04-23,2.06145
GD,GD,EPS,QTR,2025,6,2025-07-23,1.58933
GD,GD,EPS,QTR,2025,9,2025-10-24,2.02569
GE,GE,EPS,QTR,2021,12,2022-01-25,1.35053
GE,GE,EPS,QTR,2022,3,2022-04-26,1.0616
GE,GE,EPS,QTR,2022,6,2022-07-26,7.49333
GE,GE,EPS,QTR,2022,9,2022-10-25,5.05167
GE,GE,EPS,QTR,2022,12,2023-01-24,1.03095
GE,GE,EPS,QTR,2023,3,2023-04-25,9.63171
GE,GE,EPS,QTR,2023,6,2023-07-25,7.37993
GE,GE,EPS,QTR,2023,9,2023-10-24,10.86614
GE,GE,EPS,QTR,2023,12,2024-01-23,2.90787
GE,GE,EPS,QTR,2024,3,2024-04-23,5.5337
GE,GE,EPS,QTR,2024,6,2024-07-23,2.87636
GE,GE,EPS,QTR,2024,9,2024-10-22,0.24878
GE,GE,EPS,QTR,2024,12,2025-01-23,5.73675
GE,GE,EPS,QTR,2025,3,2025-04-22,2.96782
GE,GE,EPS,QTR,2025,6,2025-07-17,3.01282
GE,GE,EPS,QTR,2025,9,2025-10-21,3.22255
GILD,GIL1,EPS,QTR,2021,12,2022-02-01,-4.05922
GILD,GIL1,EPS,QTR,2022,3,2022-04-28,1.95514
GILD,GIL1,EPS,QTR,2022,6,2022-08-02,0.58795
GILD,GIL1,EPS,QTR,2022,9,2022-10-27,3.09633
GILD,GIL1,EPS,QTR,2022,12,2023-02-02,1.57835
GILD,GIL1,EPS,QTR,2023,3,2023-04-27,-0.88217
GILD,GIL1,EPS,QTR,2023,6,2023-08-03,0.17357
GILD,GIL1,EPS,QTR,2023,9,2023-11-07,4.9172
GILD,GIL1,EPS,QTR,2023,12,2024-02-06,-0.34009
GILD,GIL1,EPS,QTR,2024,3,2024-04-25,0.70809
GILD,GIL1,EPS,QTR,2024,6,2024-08-08,4.34777
GILD,GIL1,EPS,QTR,2024,9,2024-11-06,3.65874
GILD,GIL1,EPS,QTR,2024,12,2025-02-11,3.13951
GILD,GIL1,EPS,QTR,2025,3,2025-04-24,0.23447
GILD,GIL1,EPS,QTR,2025,6,2025-08-07,1.00958
GILD,GIL1,EPS,QTR,2025,9,2025-10-30,5.93445
GM,GNM,EPS,QTR,2021,12,2022-02-01,0.8959
GM,GNM,EPS,QTR,2022,3,2022-04-26,2.26265
GM,GNM,EPS,QTR,2022,6,2022-07-26,-1.48131
GM,GNM,EPS,QTR,2022,9,2022-10-25,2.64518
GM,GNM,EPS,QTR,2022,12,2023-01-31,4.46313
GM,GNM,EPS,QTR,2023,3,2023-04-25,3.26972
GM,GNM,EPS,QTR,2023,6,2023-07-25,2.09297
GM,GNM,EPS,QTR,2023,9,2023-10-24,1.93308
GM,GNM,EPS,QTR,2023,12,2024-01-30,0.54128
GM,GNM,EPS,QTR,2024,3,2024-04-23,2.57363
GM,GNM,EPS,QTR,2024,6,2024-07-23,1.78193
GM,GNM,EPS,QTR,2024,9,2024-10-22,2.1785
GM,GNM,EPS,QTR,2024,12,2025-01-28,0.10507
GM,GNM,EPS,QTR,2025,3,2025-04-29,0.18115
GM,GNM,EPS,QTR,2025,6,2025-07-22,0.34377
GM,GNM,EPS,QTR,2025,9,2025-10-21,2.93164
GOOG,GOOG/1,EPS,QTR,2021,12,2022-02-01,1.63606
GOOG,GOOG/1,EPS,QTR,2022,3,2022-04-26,-0.62527
GOOG,GOOG/1,EPS,QTR,2022,6,2022-07-26,-0.9883
GOOG,GOOG/1,EPS,QTR,2022,9,2022-10-25,-2.28107
GOOG,GOOG/1,EPS,QTR,2022,12,2023-02-02,-1.4957
GOOG,GOOG/1,EPS,QTR,2023,3,2023-04-25,1.2122
GOOG,GOOG/1,EPS,QTR,2023,6,2023-07-25,1.09526
GOOG,GOOG/1,EPS,QTR,2023,9,2023-10-24,1.56325
GOOG,GOOG/1,EPS,QTR,2023,12,2024-01-30,0.58855
GOOG,GOOG/1,EPS,QTR,2024,3,2024-04-25,4.88463
GOOG,GOOG/1,EPS,QTR,2024,6,2024-07-23,0.52224
GOOG,GOOG/1,EPS,QTR,2024,9,2024-10-29,3.85409
GOOG,GOOG/1,EPS,QTR,2024,12,2025-02-04,0.22017
GOOG,GOOG/1,EPS,QTR,2025,3,2025-04-24,3.04368
GOOG,GOOG/1,EPS,QTR,2025,6,2025-07-23,1.86868
GOOG,GOOG/1,EPS,QTR,2025,9,2025-10-29,9.55262
GOOGL,GOOG,EPS,QTR,2021,12,2022-02-01,1.70726
GOOGL,GOOG,EPS,QTR,2022,3,2022-04-26,-0.59114
GOOGL,GOOG,EPS,QTR,2022,6,2022-07-26,-0.7448
GOOGL,GOOG,EPS,QTR,2022,9,2022-10-25,-2.4154
GOOGL,GOOG,EPS,QTR,2022,12,2023-02-02,-1.31735
GOOGL,GOOG,EPS,QTR,2023,3,2023-04-25,1.20547
GOOGL,GOOG,EPS,QTR,2023,6,2023-07-25,1.15825
GOOGL,GOOG,EPS,QTR,2023,9,2023-10-24,1.54659
GOOGL,GOOG,EPS,QTR,2023,12,2024-01-30,0.61517
GOOGL,GOOG,EPS,QTR,2024,3,2024-04-25,4.74877
GOOGL,GOOG,EPS,QTR,2024,6,2024-07-23,0.55407
GOOGL,GOOG,EPS,QTR,2024,9,2024-10-29,4.13752
GOOGL,GOOG,EPS,QTR,2024,12,2025-02-04,0.21263
GOOGL,GOOG,EPS,QTR,2025,3,2025-04-24,3.09308
GOOGL,GOOG,EPS,QTR,2025,6,2025-07-23,1.61331
GOOGL,GOOG,EPS,QTR,2025,9,2025-10-29,9.76232
GS,GSG,EPS,QTR,2021,12,2022-01-18,-1.18963
GS,GSG,EPS,QTR,2022,3,2022-04-14,1.70481
GS,GSG,EPS,QTR,2022,6,2022-07-18,0.98051
GS,GSG,EPS,QTR,2022,9,2022-10-18,0.87963
GS,GSG,EPS,QTR,2022,12,2023-01-17,-2.40243
GS,GSG,EPS,QTR,2023,3,2023-04-18,1.57851
GS,GSG,EPS,QTR,2023,6,2023-07-19,-0.09592
GS,GSG,EPS,QTR,2023,9,2023-10-17,0.29173
GS,GSG,EPS,QTR,2023,12,2024-01-16,2.22057
GS,GSG,EPS,QTR,2024,3,2024-04-15,5.42448
GS,GSG,EPS,QTR,2024,6,2024-07-15,0.61243
GS,GSG,EPS,QTR,2024,9,2024-10-15,2.28573
GS,GSG,EPS,QTR,2024,12,2025-01-15,9.02941
GS,GSG,EPS,QTR,2025,3,2025-04-14,3.3138
GS,GSG,EPS,QTR,2025,6,2025-07-16,2.29345
GS,GSG,EPS,QTR,2025,9,2025-10-14,1.95619
HD,HD,EPS,QTR,2022,1,2022-02-22,0.19939
HD,HD,EPS,QTR,2022,4,2022-05-17,5.15707
HD,HD,EPS,QTR,2022,7,2022-08-16,1.2899
HD,HD,EPS,QTR,2022,10,2022-11-15,2.72678
HD,HD,EPS,QTR,2023,1,2023-02-21,0.61289
HD,HD,EPS,QTR,2023,4,2023-05-16,0.26402
HD,HD,EPS,QTR,2023,7,2023-08-15,1.42087
HD,HD,EPS,QTR,2023,10,2023-11-14,0.51424
HD,HD,EPS,QTR,2024,1,2024-02-20,0.64143
HD,HD,EPS,QTR,2024,4,2024-05-14,0.27657
HD,HD,EPS,QTR,2024,7,2024-08-13,0.9563
HD,HD,EPS,QTR,2024,10,2024-11-12,0.2017
HD,HD,EPS,QTR,2025,1,2025-02-25,0.11928
HD,HD,EPS,QTR,2025,4,2025-05-20,-0.50497
HD,HD,EPS,QTR,2025,7,2025-08-19,-0.39014
HD,HD,EPS,QTR,2025,10,2025-11-18,-1.46453
HON,ALD,EPS,QTR,2021,12,2022-02-03,0.74415
HON,ALD,EPS,QTR,2022,3,2022-04-29,1.65259
HON,ALD,EPS,QTR,2022,6,2022-07-28,3.23368
HON,ALD,EPS,QTR,2022,9,2022-10-27,3.53238
HON,ALD,EPS,QTR,2022,12,2023-02-02,0.37622
HON,ALD,EPS,QTR,2023,3,2023-04-27,6.6611
HON,ALD,EPS,QTR,2023,6,2023-07-27,1.31891
HON,ALD,EPS,QTR,2023,9,2023-10-26,2.51774
HON,ALD,EPS,QTR,2023,12,2024-02-01,0.32757
HON,ALD,EPS,QTR,2024,3,2024-04-25,3.29826
HON,ALD,EPS,QTR,2024,6,2024-07-25,3.64089
HON,ALD,EPS,QTR,2024,9,2024-10-24,2.16703
HON,ALD,EPS,QTR,2024,12,2025-02-06,3.21358
HON,ALD,EPS,QTR,2025,3,2025-04-29,14.87437
HON,ALD,EPS,QTR,2025,6,2025-07-24,3.65035
HON,ALD,EPS,QTR,2025,9,2025-10-23,13.95377
IBM,IBM,EPS,QTR,2021,12,2022-01-24,0.20298
IBM,IBM,EPS,QTR,2022,3,2022-04-19,0.20019
IBM,IBM,EPS,QTR,2022,6,2022-07-18,0.59404
IBM,IBM,EPS,QTR,2022,9,2022-10-19,0.36922
IBM,IBM,EPS,QTR,2022,12,2023-01-25,0.03739
IBM,IBM,EPS,QTR,2023,3,2023-04-19,1.34156
IBM,IBM,EPS,QTR,2023,6,2023-07-19,2.49601
IBM,IBM,EPS,QTR,2023,9,2023-10-25,3.30975
IBM,IBM,EPS,QTR,2023,12,2024-01-24,1.40297
IBM,IBM,EPS,QTR,2024,3,2024-04-24,1.25952
IBM,IBM,EPS,QTR,2024,6,2024-07-24,4.5089
IBM,IBM,EPS,QTR,2024,9,2024-10-23,0.89009
IBM,IBM,EPS,QTR,2024,12,2025-01-29,5.58823
IBM,IBM,EPS,QTR,2025,3,2025-04-23,4.03158
IBM,IBM,EPS,QTR,2025,6,2025-07-23,5.70567
IBM,IBM,EPS,QTR,2025,9,2025-10-22,2.87749
INTC,INTC,EPS,QTR,2021,12,2022-01-26,12.70666
INTC,INTC,EPS,QTR,2022,3,2022-04-28,4.33075
INTC,INTC,EPS,QTR,2022,6,2022-07-28,-15.19137
INTC,INTC,EPS,QTR,2022,9,2022-10-27,5.91374
INTC,INTC,EPS,QTR,2022,12,2023-01-26,-4.53177
INTC,INTC,EPS,QTR,2023,3,2023-04-27,6.14479
INTC,INTC,EPS,QTR,2023,6,2023-07-27,10.24872
INTC,INTC,EPS,QTR,2023,9,2023-10-26,7.39433
INTC,INTC,EPS,QTR,2023,12,2024-01-25,4.45988
INTC,INTC,EPS,QTR,2024,3,2024-04-25,1.81754
INTC,INTC,EPS,QTR,2024,6,2024-08-01,-5.62487
INTC,INTC,EPS,QTR,2024,9,2024-10-31,9.1091
INTC,INTC,EPS,QTR,2024,12,2025-01-30,0.35486
INTC,INTC,EPS,QTR,2025,3,2025-04-24,8.21848
INTC,INTC,EPS,QTR,2025,6,2025-07-24,3.38368
INTC,INTC,EPS,QTR,2025,9,2025-10-23,10.07327
INTU,INTU,EPS,QTR,2022,1,2022-02-24,-3.90705
INTU,INTU,EPS,QTR,2022,4,2022-05-24,0.70616
INTU,INTU,EPS,QTR,2022,7,2022-08-23,5.43202
INTU,INTU,EPS,QTR,2022,10,2022-11-29,3.4427
INTU,INTU,EPS,QTR,2023,1,2023-02-23,51.3008
INTU,INTU,EPS,QTR,2023,4,2023-05-23,3.00367
INTU,INTU,EPS,QTR,2023,7,2023-08-24,1.29646
INTU,INTU,EPS,QTR,2023,10,2023-11-28,24.72578
INTU,INTU,EPS,QTR,2024,1,2024-02-22,6.48951
INTU,INTU,EPS,QTR,2024,4,2024-05-23,11.54833
INTU,INTU,EPS,QTR,2024,7,2024-08-22,3.80175
INTU,INTU,EPS,QTR,2024,10,2024-11-21,8.10514
INTU,INTU,EPS,QTR,2025,1,2025-02-25,68.51665
INTU,INTU,EPS,QTR,2025,4,2025-05-22,16.24906
INTU,INTU,EPS,QTR,2025,7,2025-08-21,2.21596
INTU,INTU,EPS,QTR,2025,10,2025-11-20,14.91715
ISRG,ISRG,EPS,QTR,2021,12,2022-01-20,0.63883
ISRG,ISRG,EPS,QTR,2022,3,2022-04-21,1.509
ISRG,ISRG,EPS,QTR,2022,6,2022-07-21,-1.15958
ISRG,ISRG,EPS,QTR,2022,9,2022-10-18,1.67536
ISRG,ISRG,EPS,QTR,2022,12,2023-01-24,-0.41184
ISRG,ISRG,EPS,QTR,2023,3,2023-04-18,0.94491
ISRG,ISRG,EPS,QTR,2023,6,2023-07-20,2.62152
ISRG,ISRG,EPS,QTR,2023,9,2023-10-19,1.28886
ISRG,ISRG,EPS,QTR,2023,12,2024-01-23,3.24839
ISRG,ISRG,EPS,QTR,2024,3,2024-04-18,1.56292
ISRG,ISRG,EPS,QTR,2024,6,2024-07-18,6.85242
ISRG,ISRG,EPS,QTR,2024,9,2024-10-17,4.24724
ISRG,ISRG,EPS,QTR,2024,12,2025-01-23,4.64579
ISRG,ISRG,EPS,QTR,2025,3,2025-04-22,1.65904
ISRG,ISRG,EPS,QTR,2025,6,2025-07-22,5.34734
ISRG,ISRG,EPS,QTR,2025,9,2025-10-21,7.54471
JNJ,JNJ,EPS,QTR,2021,12,2022-01-25,0.38624
JNJ,JNJ,EPS,QTR,2022,3,2022-04-19,0.73181
JNJ,JNJ,EPS,QTR,2022,6,2022-07-19,0.73204
JNJ,JNJ,EPS,QTR,2022,9,2022-10-18,0.77134
JNJ,JNJ,EPS,QTR,2022,12,2023-01-24,6.97571
JNJ,JNJ,EPS,QTR,2023,3,2023-04-18,3.32379
JNJ,JNJ,EPS,QTR,2023,6,2023-07-20,4.68632
JNJ,JNJ,EPS,QTR,2023,9,2023-10-17,3.41893
JNJ,JNJ,EPS,QTR,2023,12,2024-01-23,0.46611
JNJ,JNJ,EPS,QTR,2024,3,2024-04-16,1.34227
JNJ,JNJ,EPS,QTR,2024,9,2024-10-15,1.61146
JNJ,JNJ,EPS,QTR,2024,12,2025-01-22,0.68308
JNJ,JNJ,EPS,QTR,2025,3,2025-04-15,1.71558
JNJ,JNJ,EPS,QTR,2025,6,2025-07-16,0.8878
JNJ,JNJ,EPS,QTR,2025,9,2025-10-14,0.80847
JPM,CHL,EPS,QTR,2021,12,2022-01-14,2.75359
JPM,CHL,EPS,QTR,2022,3,2022-04-13,0.6034
JPM,CHL,EPS,QTR,2022,6,2022-07-14,-0.67615
JPM,CHL,EPS,QTR,2022,9,2022-10-14,2.22664
JPM,CHL,EPS,QTR,2022,12,2023-01-13,2.1479
JPM,CHL,EPS,QTR,2023,3,2023-04-14,3.81535
JPM,CHL,EPS,QTR,2023,6,2023-07-14,2.24095
JPM,CHL,EPS,QTR,2023,9,2023-10-13,3.31065
JPM,CHL,EPS,QTR,2023,12,2024-01-12,-0.61951
JPM,CHL,EPS,QTR,2024,3,2024-04-12,1.58696
JPM,CHL,EPS,QTR,2024,9,2024-10-11,2.9096
JPM,CHL,EPS,QTR,2024,12,2025-01-15,4.15187
JPM,CHL,EPS,QTR,2025,3,2025-04-11,1.71905
