oftic,TICKER,MEASURE,FISCALP,PYEAR,PMON,anndats,suescore
JPM,CHL,EPS,QTR,2025,6,2025-07-15,3.01752
JPM,CHL,EPS,QTR,2025,9,2025-10-14,2.02065
KO,KO,EPS,QTR,2021,12,2022-02-10,2.04765
KO,KO,EPS,QTR,2022,3,2022-04-25,3.61647
KO,KO,EPS,QTR,2022,6,2022-07-26,1.69102
KO,KO,EPS,QTR,2022,9,2022-10-25,2.78069
KO,KO,EPS,QTR,2022,12,2023-02-14,0.20756
KO,KO,EPS,QTR,2023,3,2023-04-24,2.48149
KO,KO,EPS,QTR,2023,6,2023-07-26,3.14778
KO,KO,EPS,QTR,2023,9,2023-10-24,3.39097
KO,KO,EPS,QTR,2023,12,2024-02-13,0.27002
KO,KO,EPS,QTR,2024,3,2024-04-30,2.47478
KO,KO,EPS,QTR,2024,6,2024-07-23,2.69312
KO,KO,EPS,QTR,2024,9,2024-10-23,3.21527
KO,KO,EPS,QTR,2024,12,2025-02-11,5.57032
KO,KO,EPS,QTR,2025,3,2025-04-29,1.67239
KO,KO,EPS,QTR,2025,6,2025-07-22,3.84704
KO,KO,EPS,QTR,2025,9,2025-10-21,4.47603
LIN,PX1,EPS,QTR,2021,12,2022-02-10,2.32707
LIN,PX1,EPS,QTR,2022,3,2022-04-28,4.04491
LIN,PX1,EPS,QTR,2022,6,2022-07-28,4.4058
LIN,PX1,EPS,QTR,2022,9,2022-10-27,4.1135
LIN,PX1,EPS,QTR,2022,12,2023-02-07,3.50959
LIN,PX1,EPS,QTR,2023,3,2023-04-27,8.03568
LIN,PX1,EPS,QTR,2023,6,2023-07-27,2.24132
LIN,PX1,EPS,QTR,2023,9,2023-10-26,2.14087
LIN,PX1,EPS,QTR,2023,12,2024-02-06,3.39306
LIN,PX1,EPS,QTR,2024,3,2024-05-02,2.06547
LIN,PX1,EPS,QTR,2024,6,2024-08-02,3.05249
LIN,PX1,EPS,QTR,2024,9,2024-10-31,2.36397
LIN,PX1,EPS,QTR,2024,12,2025-02-06,1.17141
LIN,PX1,EPS,QTR,2025,3,2025-05-01,1.01743
LIN,PX1,EPS,QTR,2025,6,2025-08-01,1.80392
LIN,PX1,EPS,QTR,2025,9,2025-10-31,0.96619
LLY,LLY,EPS,QTR,2021,12,2022-02-03,0.30014
LLY,LLY,EPS,QTR,2022,3,2022-04-28,2.03221
LLY,LLY,EPS,QTR,2022,6,2022-08-04,-2.88141
LLY,LLY,EPS,QTR,2022,9,2022-11-01,0.59819
LLY,LLY,EPS,QTR,2022,12,2023-02-02,2.16991
LLY,LLY,EPS,QTR,2023,3,2023-04-27,-0.71842
LLY,LLY,EPS,QTR,2023,6,2023-08-08,1.46528
LLY,LLY,EPS,QTR,2023,9,2023-11-02,0.63445
LLY,LLY,EPS,QTR,2023,12,2024-02-06,1.89694
LLY,LLY,EPS,QTR,2024,3,2024-04-30,0.8173
LLY,LLY,EPS,QTR,2024,6,2024-08-08,4.81642
LLY,LLY,EPS,QTR,2024,9,2024-10-30,-1.22497
LLY,LLY,EPS,QTR,2024,12,2025-02-06,2.37453
LLY,LLY,EPS,QTR,2025,3,2025-05-01,0.99569
LLY,LLY,EPS,QTR,2025,6,2025-08-07,6.05264
LLY,LLY,EPS,QTR,2025,9,2025-10-30,11.6499
LMT,LK,EPS,QTR,2021,12,2022-01-25,2.17863
LMT,LK,EPS,QTR,2022,3,2022-04-19,2.11354
LMT,LK,EPS,QTR,2022,6,2022-07-19,-2.44085
LMT,LK,EPS,QTR,2022,9,2022-10-18,0.16754
LMT,LK,EPS,QTR,2022,12,2023-01-24,0.07206
LMT,LK,EPS,QTR,2023,3,2023-04-18,4.99897
LMT,LK,EPS,QTR,2023,6,2023-07-18,1.57262
LMT,LK,EPS,QTR,2023,9,2023-10-17,0.50423
LMT,LK,EPS,QTR,2023,12,2024-01-23,6.17309
LMT,LK,EPS,QTR,2024,3,2024-04-23,3.33781
LMT,LK,EPS,QTR,2024,6,2024-07-23,2.46625
LMT,LK,EPS,QTR,2024,9,2024-10-22,1.75445
LMT,LK,EPS,QTR,2024,12,2025-01-28,13.7018
LMT,LK,EPS,QTR,2025,3,2025-04-22,7.28686
LMT,LK,EPS,QTR,2025,6,2025-07-22,2.43493
LMT,LK,EPS,QTR,2025,9,2025-10-21,5.09775
LOW,LOW,EPS,QTR,2022,1,2022-02-23,0.72986
LOW,LOW,EPS,QTR,2022,4,2022-05-18,2.4602
LOW,LOW,EPS,QTR,2022,7,2022-08-17,0.82122
LOW,LOW,EPS,QTR,2022,10,2022-11-16,1.67361
LOW,LOW,EPS,QTR,2023,1,2023-03-01,1.24678
LOW,LOW,EPS,QTR,2023,4,2023-05-23,2.27452
LOW,LOW,EPS,QTR,2023,7,2023-08-22,1.1557
LOW,LOW,EPS,QTR,2023,10,2023-11-21,0.39421
LOW,LOW,EPS,QTR,2024,1,2024-02-27,1.89955
LOW,LOW,EPS,QTR,2024,4,2024-05-21,3.12951
LOW,LOW,EPS,QTR,2024,7,2024-08-20,3.0559
LOW,LOW,EPS,QTR,2024,10,2024-11-19,2.04022
LOW,LOW,EPS,QTR,2025,1,2025-02-26,1.31644
LOW,LOW,EPS,QTR,2025,4,2025-05-21,1.10149
LOW,LOW,EPS,QTR,2025,7,2025-08-20,1.97679
LOW,LOW,EPS,QTR,2025,10,2025-11-19,1.52619
MA,MAAA,EPS,QTR,2021,12,2022-01-27,3.45031
MA,MAAA,EPS,QTR,2022,3,2022-04-28,5.39559
MA,MAAA,EPS,QTR,2022,6,2022-07-28,3.38303
MA,MAAA,EPS,QTR,2022,9,2022-10-27,1.89747
MA,MAAA,EPS,QTR,2022,12,2023-01-26,2.13956
MA,MAAA,EPS,QTR,2023,3,2023-04-27,1.92414
MA,MAAA,EPS,QTR,2023,6,2023-07-27,0.59042
MA,MAAA,EPS,QTR,2023,9,2023-10-26,2.97219
MA,MAAA,EPS,QTR,2023,12,2024-01-31,3.14634
MA,MAAA,EPS,QTR,2024,3,2024-05-01,1.25593
MA,MAAA,EPS,QTR,2024,6,2024-07-31,2.94864
MA,MAAA,EPS,QTR,2024,9,2024-10-31,2.78737
MA,MAAA,EPS,QTR,2024,12,2025-01-30,3.2052
MA,MAAA,EPS,QTR,2025,3,2025-05-01,2.34526
MA,MAAA,EPS,QTR,2025,6,2025-07-31,2.60181
MA,MAAA,EPS,QTR,2025,9,2025-10-30,1.39458
MCD,MCD,EPS,QTR,2021,12,2022-01-27,-1.33285
MCD,MCD,EPS,QTR,2022,3,2022-04-28,1.28824
MCD,MCD,EPS,QTR,2022,6,2022-07-26,0.92337
MCD,MCD,EPS,QTR,2022,9,2022-10-27,2.1866
MCD,MCD,EPS,QTR,2022,12,2023-01-31,1.96438
MCD,MCD,EPS,QTR,2023,3,2023-04-25,3.5224
MCD,MCD,EPS,QTR,2023,6,2023-07-27,4.96101
MCD,MCD,EPS,QTR,2023,9,2023-10-30,2.96948
MCD,MCD,EPS,QTR,2023,12,2024-02-05,2.29021
MCD,MCD,EPS,QTR,2024,3,2024-04-30,-0.37857
MCD,MCD,EPS,QTR,2024,6,2024-07-29,-1.92268
MCD,MCD,EPS,QTR,2024,9,2024-10-29,0.58027
MCD,MCD,EPS,QTR,2024,12,2025-02-10,-0.04594
MCD,MCD,EPS,QTR,2025,3,2025-05-01,0.18913
MCD,MCD,EPS,QTR,2025,6,2025-08-06,0.90415
MCD,MCD,EPS,QTR,2025,9,2025-11-05,-1.62868
MDLZ,KFT,EPS,QTR,2021,12,2022-01-27,-0.30808
MDLZ,KFT,EPS,QTR,2022,3,2022-04-26,2.05509
MDLZ,KFT,EPS,QTR,2022,6,2022-07-26,2.15998
MDLZ,KFT,EPS,QTR,2022,9,2022-11-01,2.60029
MDLZ,KFT,EPS,QTR,2022,12,2023-01-31,1.13729
MDLZ,KFT,EPS,QTR,2023,3,2023-04-27,4.87742
MDLZ,KFT,EPS,QTR,2023,6,2023-07-27,4.8178
MDLZ,KFT,EPS,QTR,2023,9,2023-11-01,2.03259
MDLZ,KFT,EPS,QTR,2023,12,2024-01-30,2.43774
MDLZ,KFT,EPS,QTR,2024,3,2024-04-30,2.64527
MDLZ,KFT,EPS,QTR,2024,6,2024-07-30,4.80088
MDLZ,KFT,EPS,QTR,2024,9,2024-10-29,6.84216
MDLZ,KFT,EPS,QTR,2024,12,2025-02-04,-0.2195
MDLZ,KFT,EPS,QTR,2025,3,2025-04-29,3.32328
MDLZ,KFT,EPS,QTR,2025,6,2025-07-29,2.11474
MDLZ,KFT,EPS,QTR,2025,9,2025-10-28,0.56213
MDT,MDT,EPS,QTR,2022,1,2022-02-22,0.48875
MDT,MDT,EPS,QTR,2022,4,2022-05-26,-5.37478
MDT,MDT,EPS,QTR,2022,7,2022-08-23,0.57986
MDT,MDT,EPS,QTR,2022,10,2022-11-22,2.14873
MDT,MDT,EPS,QTR,2023,1,2023-02-21,2.38478
MDT,MDT,EPS,QTR,2023,4,2023-05-25,1.60061
MDT,MDT,EPS,QTR,2023,7,2023-08-22,11.76067
MDT,MDT,EPS,QTR,2023,10,2023-11-21,7.45369
MDT,MDT,EPS,QTR,2024,1,2024-02-20,6.72425
MDT,MDT,EPS,QTR,2024,4,2024-05-23,1.84876
MDT,MDT,EPS,QTR,2024,7,2024-08-20,5.99265
MDT,MDT,EPS,QTR,2024,10,2024-11-19,0.9063
MDT,MDT,EPS,QTR,2025,1,2025-02-18,5.38829
MDT,MDT,EPS,QTR,2025,4,2025-05-21,5.39012
MDT,MDT,EPS,QTR,2025,7,2025-08-19,4.95419
MDT,MDT,EPS,QTR,2025,10,2025-11-18,9.35423
MET,METL,EPS,QTR,2021,12,2022-02-02,2.93888
MET,METL,EPS,QTR,2022,3,2022-05-04,2.59486
MET,METL,EPS,QTR,2022,6,2022-08-03,2.04538
MET,METL,EPS,QTR,2022,9,2022-11-02,0.13869
MET,METL,EPS,QTR,2022,12,2023-02-01,-0.643
MET,METL,EPS,QTR,2023,3,2023-05-03,-1.97499
MET,METL,EPS,QTR,2023,6,2023-08-02,0.51213
MET,METL,EPS,QTR,2023,9,2023-11-01,0.11994
MET,METL,EPS,QTR,2023,12,2024-01-31,0.33118
MET,METL,EPS,QTR,2024,3,2024-05-01,0.1663
MET,METL,EPS,QTR,2024,6,2024-07-31,3.0193
MET,METL,EPS,QTR,2024,9,2024-10-30,-1.7453
MET,METL,EPS,QTR,2024,12,2025-02-05,-0.21944
MET,METL,EPS,QTR,2025,3,2025-04-30,-1.24198
MET,METL,EPS,QTR,2025,6,2025-08-06,-1.95251
MET,METL,EPS,QTR,2025,9,2025-11-05,0.59339
META,FBK,EPS,QTR,2022,6,2022-07-27,-0.52921
META,FBK,EPS,QTR,2022,9,2022-10-26,-0.98852
META,FBK,EPS,QTR,2022,12,2023-02-01,-1.95347
META,FBK,EPS,QTR,2023,3,2023-04-26,0.46542
META,FBK,EPS,QTR,2023,6,2023-07-26,0.23989
META,FBK,EPS,QTR,2023,9,2023-10-25,3.00972
META,FBK,EPS,QTR,2023,12,2024-02-01,1.32595
META,FBK,EPS,QTR,2024,3,2024-04-24,1.5118
META,FBK,EPS,QTR,2024,6,2024-07-31,1.6882
META,FBK,EPS,QTR,2024,9,2024-10-30,3.18033
META,FBK,EPS,QTR,2024,12,2025-01-29,5.05313
META,FBK,EPS,QTR,2025,3,2025-04-30,3.50227
META,FBK,EPS,QTR,2025,6,2025-07-30,2.9451
META,FBK,EPS,QTR,2025,9,2025-10-29,1.44134
MMM,MMM,EPS,QTR,2021,12,2022-01-25,6.04754
MMM,MMM,EPS,QTR,2022,3,2022-04-26,5.76514
MMM,MMM,EPS,QTR,2022,6,2022-07-26,0.68253
MMM,MMM,EPS,QTR,2022,9,2022-10-25,1.21312
MMM,MMM,EPS,QTR,2022,12,2023-01-24,-1.69731
MMM,MMM,EPS,QTR,2023,3,2023-04-25,6.02535
MMM,MMM,EPS,QTR,2023,6,2023-07-25,5.66939
MMM,MMM,EPS,QTR,2023,9,2023-10-24,9.59804
MMM,MMM,EPS,QTR,2023,12,2024-01-23,2.72488
MMM,MMM,EPS,QTR,2024,3,2024-04-30,8.89594
MMM,MMM,EPS,QTR,2024,6,2024-07-26,4.20596
MMM,MMM,EPS,QTR,2024,9,2024-10-22,1.12884
MMM,MMM,EPS,QTR,2024,12,2025-01-21,0.61965
MMM,MMM,EPS,QTR,2025,3,2025-04-22,3.36893
MMM,MMM,EPS,QTR,2025,6,2025-07-18,5.02265
MMM,MMM,EPS,QTR,2025,9,2025-10-21,2.40613
MO,MO,EPS,QTR,2021,12,2022-01-27,0.29673
MO,MO,EPS,QTR,2022,3,2022-04-28,1.16766
MO,MO,EPS,QTR,2022,6,2022-07-28,0.31503
MO,MO,EPS,QTR,2022,9,2022-10-27,-0.88194
MO,MO,EPS,QTR,2022,12,2023-02-01,0.41001
MO,MO,EPS,QTR,2023,3,2023-04-27,-0.28013
MO,MO,EPS,QTR,2023,6,2023-08-01,0.47574
MO,MO,EPS,QTR,2023,9,2023-10-26,-0.53032
MO,MO,EPS,QTR,2023,12,2024-02-01,0.3113
MO,MO,EPS,QTR,2024,3,2024-04-25,0.04866
MO,MO,EPS,QTR,2024,6,2024-07-31,-1.84121
MO,MO,EPS,QTR,2024,9,2024-10-31,1.57523
MO,MO,EPS,QTR,2024,12,2025-01-30,0.11814
MO,MO,EPS,QTR,2025,3,2025-04-29,1.80522
MO,MO,EPS,QTR,2025,6,2025-07-30,2.79896
MO,MO,EPS,QTR,2025,9,2025-10-30,0.10243
MRK,MRK,EPS,QTR,2021,12,2022-02-03,2.6695
MRK,MRK,EPS,QTR,2022,3,2022-04-28,2.1296
MRK,MRK,EPS,QTR,2022,6,2022-07-28,2.59685
MRK,MRK,EPS,QTR,2022,9,2022-10-27,1.5397
MRK,MRK,EPS,QTR,2022,12,2023-02-02,1.36442
MRK,MRK,EPS,QTR,2023,3,2023-04-27,1.05945
MRK,MRK,EPS,QTR,2023,6,2023-08-01,1.47724
MRK,MRK,EPS,QTR,2023,9,2023-10-26,2.41932
MRK,MRK,EPS,QTR,2023,12,2024-02-01,3.88582
MRK,MRK,EPS,QTR,2024,3,2024-04-25,2.21753
MRK,MRK,EPS,QTR,2024,6,2024-07-30,2.3862
MRK,MRK,EPS,QTR,2024,9,2024-10-31,0.5486
MRK,MRK,EPS,QTR,2024,12,2025-02-04,3.88293
MRK,MRK,EPS,QTR,2025,3,2025-04-24,1.61108
MRK,MRK,EPS,QTR,2025,6,2025-07-29,3.04717
MRK,MRK,EPS,QTR,2025,9,2025-10-30,7.73052
MS,DWD,EPS,QTR,2021,12,2022-01-19,1.08032
MS,DWD,EPS,QTR,2022,3,2022-04-14,3.09672
MS,DWD,EPS,QTR,2022,6,2022-07-14,-1.24424
MS,DWD,EPS,QTR,2022,9,2022-10-14,-0.14266
MS,DWD,EPS,QTR,2022,12,2023-01-17,0.63433
MS,DWD,EPS,QTR,2023,3,2023-04-19,0.39747
MS,DWD,EPS,QTR,2023,6,2023-07-18,0.70733
MS,DWD,EPS,QTR,2023,9,2023-10-18,1.06112
MS,DWD,EPS,QTR,2023,12,2024-01-16,-0.17974
MS,DWD,EPS,QTR,2024,3,2024-04-16,4.47145
MS,DWD,EPS,QTR,2024,6,2024-07-16,3.30686
MS,DWD,EPS,QTR,2024,9,2024-10-16,4.08253
MS,DWD,EPS,QTR,2024,12,2025-01-16,6.29969
MS,DWD,EPS,QTR,2025,3,2025-04-11,3.88081
MS,DWD,EPS,QTR,2025,6,2025-07-16,1.79322
MS,DWD,EPS,QTR,2025,9,2025-10-15,7.12683
MSFT,MSFT,EPS,QTR,2021,12,2022-01-25,4.37477
MSFT,MSFT,EPS,QTR,2022,3,2022-04-26,1.17377
MSFT,MSFT,EPS,QTR,2022,6,2022-07-26,-2.41542
MSFT,MSFT,EPS,QTR,2022,9,2022-10-25,1.28303
MSFT,MSFT,EPS,QTR,2022,12,2023-01-24,0.31491
MSFT,MSFT,EPS,QTR,2023,3,2023-04-25,6.37597
MSFT,MSFT,EPS,QTR,2023,6,2023-07-25,3.35988
MSFT,MSFT,EPS,QTR,2023,9,2023-10-24,10.35382
MSFT,MSFT,EPS,QTR,2023,12,2024-01-30,1.4504
MSFT,MSFT,EPS,QTR,2024,3,2024-04-25,3.13959
MSFT,MSFT,EPS,QTR,2024,6,2024-07-30,0.199
MSFT,MSFT,EPS,QTR,2024,9,2024-10-30,5.29467
MSFT,MSFT,EPS,QTR,2024,12,2025-01-29,1.38168
MSFT,MSFT,EPS,QTR,2025,3,2025-04-30,3.59623
MSFT,MSFT,EPS,QTR,2025,6,2025-07-30,5.10575
MSFT,MSFT,EPS,QTR,2025,9,2025-10-29,9.22375
NEE,FPL,EPS,QTR,2021,12,2022-01-25,0.3143
NEE,FPL,EPS,QTR,2022,3,2022-04-21,0.82712
NEE,FPL,EPS,QTR,2022,6,2022-07-22,0.76759
NEE,FPL,EPS,QTR,2022,9,2022-10-28,2.67066
NEE,FPL,EPS,QTR,2022,12,2023-01-25,0.92058
NEE,FPL,EPS,QTR,2023,3,2023-04-25,0.90234
NEE,FPL,EPS,QTR,2023,6,2023-07-25,1.75063
NEE,FPL,EPS,QTR,2023,9,2023-10-24,1.91615
NEE,FPL,EPS,QTR,2023,12,2024-01-25,0.68451
NEE,FPL,EPS,QTR,2024,3,2024-04-23,1.45618
NEE,FPL,EPS,QTR,2024,6,2024-07-24,-0.23391
NEE,FPL,EPS,QTR,2024,9,2024-10-23,1.56694
NEE,FPL,EPS,QTR,2024,12,2025-01-24,0.20189
NEE,FPL,EPS,QTR,2025,3,2025-04-23,0.45282
NEE,FPL,EPS,QTR,2025,6,2025-07-23,1.06645
NEE,FPL,EPS,QTR,2025,9,2025-10-28,1.20215
NFLX,NFLX,EPS,QTR,2021,12,2022-01-20,5.31735
NFLX,NFLX,EPS,QTR,2022,3,2022-04-19,5.36372
NFLX,NFLX,EPS,QTR,2022,6,2022-07-19,1.93807
NFLX,NFLX,EPS,QTR,2022,9,2022-10-18,16.62656
NFLX,NFLX,EPS,QTR,2022,12,2023-01-19,-2.06218
NFLX,NFLX,EPS,QTR,2023,3,2023-04-18,0.21064
NFLX,NFLX,EPS,QTR,2023,6,2023-07-19,3.38644
NFLX,NFLX,EPS,QTR,2023,9,2023-10-18,2.1877
NFLX,NFLX,EPS,QTR,2023,12,2024-01-23,-0.67806
NFLX,NFLX,EPS,QTR,2024,3,2024-04-18,12.22422
NFLX,NFLX,EPS,QTR,2024,6,2024-07-18,1.2517
NFLX,NFLX,EPS,QTR,2024,9,2024-10-17,3.84084
NFLX,NFLX,EPS,QTR,2024,12,2025-01-21,0.52649
NFLX,NFLX,EPS,QTR,2025,3,2025-04-17,3.39178
NFLX,NFLX,EPS,QTR,2025,6,2025-07-17,1.04466
NFLX,NFLX,EPS,QTR,2025,9,2025-10-21,-5.27068
NKE,NIKE,EPS,QTR,2022,2,2022-03-21,2.52601
NKE,NIKE,EPS,QTR,2022,5,2022-06-27,1.73408
NKE,NIKE,EPS,QTR,2022,8,2022-09-29,0.15254
NKE,NIKE,EPS,QTR,2022,11,2022-12-20,3.43388
NKE,NIKE,EPS,QTR,2023,2,2023-03-21,3.3591
NKE,NIKE,EPS,QTR,2023,5,2023-06-29,-0.15229
NKE,NIKE,EPS,QTR,2023,8,2023-09-28,6.39655
NKE,NIKE,EPS,QTR,2023,11,2023-12-21,7.13718
NKE,NIKE,EPS,QTR,2024,2,2024-03-21,0.33547
NKE,NIKE,EPS,QTR,2024,5,2024-06-27,3.7109
NKE,NIKE,EPS,QTR,2024,8,2024-10-01,5.09344
NKE,NIKE,EPS,QTR,2024,11,2024-12-19,3.06947
NKE,NIKE,EPS,QTR,2025,2,2025-03-20,5.52648
NKE,NIKE,EPS,QTR,2025,5,2025-06-26,0.19157
NKE,NIKE,EPS,QTR,2025,8,2025-09-30,5.40709
NKE,NIKE,EPS,QTR,2025,11,2025-12-18,4.21435
NOW,NOWZ,EPS,QTR,2021,12,2022-01-26,0.56684
NOW,NOWZ,EPS,QTR,2022,3,2022-04-27,0.68281
NOW,NOWZ,EPS,QTR,2022,6,2022-07-27,1.98693
NOW,NOWZ,EPS,QTR,2022,9,2022-10-26,3.22806
NOW,NOWZ,EPS,QTR,2022,12,2023-01-25,4.73561
NOW,NOWZ,EPS,QTR,2023,3,2023-04-26,5.37036
NOW,NOWZ,EPS,QTR,2023,6,2023-07-26,3.1445
NOW,NOWZ,EPS,QTR,2023,9,2023-10-24,3.83138
NOW,NOWZ,EPS,QTR,2023,12,2024-01-24,2.94029
NOW,NOWZ,EPS,QTR,2024,3,2024-04-24,2.95718
NOW,NOWZ,EPS,QTR,2024,6,2024-07-24,3.17501
NOW,NOWZ,EPS,QTR,2024,9,2024-10-23,2.41117
NOW,NOWZ,EPS,QTR,2024,12,2025-01-29,0.00075
NOW,NOWZ,EPS,QTR,2025,3,2025-04-23,1.86123
NOW,NOWZ,EPS,QTR,2025,6,2025-07-23,4.32559
NOW,NOWZ,EPS,QTR,2025,9,2025-10-29,4.22259
NVDA,NVDA,EPS,QTR,2022,1,2022-02-16,8.616
NVDA,NVDA,EPS,QTR,2022,4,2022-05-25,4.13868
NVDA,NVDA,EPS,QTR,2022,7,2022-08-24,-21.47224
NVDA,NVDA,EPS,QTR,2022,10,2022-11-16,-2.55114
NVDA,NVDA,EPS,QTR,2023,1,2023-02-22,4.31218
NVDA,NVDA,EPS,QTR,2023,4,2023-05-24,6.20165
NVDA,NVDA,EPS,QTR,2023,7,2023-08-23,4.95557
NVDA,NVDA,EPS,QTR,2023,10,2023-11-21,7.78577
NVDA,NVDA,EPS,QTR,2024,1,2024-02-21,2.08467
NVDA,NVDA,EPS,QTR,2024,4,2024-05-22,2.51776
NVDA,NVDA,EPS,QTR,2024,7,2024-08-28,1.61656
NVDA,NVDA,EPS,QTR,2024,10,2024-11-20,3.0017
NVDA,NVDA,EPS,QTR,2025,1,2025-02-26,1.79288
NVDA,NVDA,EPS,QTR,2025,4,2025-05-28,1.12712
NVDA,NVDA,EPS,QTR,2025,7,2025-08-27,1.15022
NVDA,NVDA,EPS,QTR,2025,10,2025-11-19,1.51574
ORCL,ORCL,EPS,QTR,2022,2,2022-03-10,-1.55265
ORCL,ORCL,EPS,QTR,2022,5,2022-06-13,5.35413
ORCL,ORCL,EPS,QTR,2022,8,2022-09-12,-1.72493
ORCL,ORCL,EPS,QTR,2022,11,2022-12-12,2.17179
ORCL,ORCL,EPS,QTR,2023,2,2023-03-09,1.24842
ORCL,ORCL,EPS,QTR,2023,5,2023-06-12,6.34183
ORCL,ORCL,EPS,QTR,2023,8,2023-09-11,2.22568
ORCL,ORCL,EPS,QTR,2023,11,2023-12-11,1.2957
ORCL,ORCL,EPS,QTR,2024,2,2024-03-11,2.85643
ORCL,ORCL,EPS,QTR,2024,5,2024-06-11,-0.97054
ORCL,ORCL,EPS,QTR,2024,8,2024-09-09,4.08446
ORCL,ORCL,EPS,QTR,2024,11,2024-12-09,-0.93189
ORCL,ORCL,EPS,QTR,2025,2,2025-03-10,-0.79535
ORCL,ORCL,EPS,QTR,2025,5,2025-06-11,3.47244
ORCL,ORCL,EPS,QTR,2025,8,2025-09-09,-0.35548
ORCL,ORCL,EPS,QTR,2025,11,2025-12-10,18.02106
PEP,PEP,EPS,QTR,2021,12,2022-02-10,0.49119
PEP,PEP,EPS,QTR,2022,3,2022-04-26,2.92624
PEP,PEP,EPS,QTR,2022,6,2022-07-12,3.39516
PEP,PEP,EPS,QTR,2022,9,2022-10-12,4.34797
PEP,PEP,EPS,QTR,2022,12,2023-02-09,0.66923
PEP,PEP,EPS,QTR,2023,3,2023-04-25,2.54534
PEP,PEP,EPS,QTR,2023,6,2023-07-13,3.51834
PEP,PEP,EPS,QTR,2023,9,2023-10-10,3.68245
PEP,PEP,EPS,QTR,2023,12,2024-02-09,3.89776
PEP,PEP,EPS,QTR,2024,3,2024-04-23,5.75237
PEP,PEP,EPS,QTR,2024,6,2024-07-11,4.15423
PEP,PEP,EPS,QTR,2024,9,2024-10-08,1.15442
PEP,PEP,EPS,QTR,2024,12,2025-02-04,1.27346
PEP,PEP,EPS,QTR,2025,3,2025-04-24,-0.39828
PEP,PEP,EPS,QTR,2025,6,2025-07-17,5.98436
PEP,PEP,EPS,QTR,2025,9,2025-10-09,1.31832
PFE,PFE,EPS,QTR,2021,12,2022-02-08,3.79174
PFE,PFE,EPS,QTR,2022,3,2022-05-03,0.64613
PFE,PFE,EPS,QTR,2022,6,2022-07-28,2.87194
PFE,PFE,EPS,QTR,2022,9,2022-11-01,3.17573
PFE,PFE,EPS,QTR,2022,12,2023-01-31,1.53068
PFE,PFE,EPS,QTR,2023,3,2023-05-02,1.95257
PFE,PFE,EPS,QTR,2023,6,2023-08-01,2.01378
PFE,PFE,EPS,QTR,2023,9,2023-10-31,1.72706
PFE,PFE,EPS,QTR,2023,12,2024-01-30,2.90613
PFE,PFE,EPS,QTR,2024,3,2024-05-01,3.05552
PFE,PFE,EPS,QTR,2024,6,2024-07-30,1.89539
PFE,PFE,EPS,QTR,2024,9,2024-10-29,3.68583
PFE,PFE,EPS,QTR,2024,12,2025-02-04,1.84124
PFE,PFE,EPS,QTR,2025,3,2025-04-29,6.22253
PFE,PFE,EPS,QTR,2025,6,2025-08-05,6.57246
PFE,PFE,EPS,QTR,2025,9,2025-11-04,4.37688
PG,PG,EPS,QTR,2021,12,2022-01-19,0.21949
PG,PG,EPS,QTR,2022,3,2022-04-20,1.31325
PG,PG,EPS,QTR,2022,6,2022-07-29,-0.46314
PG,PG,EPS,QTR,2022,9,2022-10-19,0.74545
PG,PG,EPS,QTR,2022,12,2023-01-19,0.02245
PG,PG,EPS,QTR,2023,3,2023-04-21,4.12997
PG,PG,EPS,QTR,2023,6,2023-07-28,2.67037
PG,PG,EPS,QTR,2023,9,2023-10-18,4.45648
PG,PG,EPS,QTR,2023,12,2024-01-23,5.58408
PG,PG,EPS,QTR,2024,3,2024-04-19,6.58268
PG,PG,EPS,QTR,2024,6,2024-07-30,1.70908
PG,PG,EPS,QTR,2024,9,2024-10-18,1.09528
PG,PG,EPS,QTR,2024,12,2025-01-22,1.07546
PG,PG,EPS,QTR,2025,3,2025-04-24,0.43138
PG,PG,EPS,QTR,2025,6,2025-07-29,2.80246
